pathway	pval	padj	log2err	ES	NES	size	leadingEdge	direction	collection
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.31770824917249e-09	3.29427062293123e-08	0.788186810800237	-0.4980672358236	-2.07437635726686	193	Ldha, Uqcrh, Gpi1, Atp5k, Uqcr11, Cox7a2, Cox6c, Vdac1, Atp5l, Cox6b1, Cox7b, Cox7c, Atp5e, Ndufa1, Ndufc1, Timm8b, Ndufa3, Atp5j2, Atp5g3, Uqcrfs1, Slc25a4, Cox8a, Sdhd, Atp5d, Atp5j, Ndufb2, Timm13, Ndufb6, Cox17, Cox5a, Atp5h, Ndufa4, Uqcr10, Polr2f, Atp5c1, Idh3b, Maob, Ndufs6, Acadsb, Ndufa2, Timm17a, Abcb7, Cox5b, Ndufa5, Mrpl11, Ndufb7, Prdx3, Cyb5r3, Ndufb3, Ndufa6, Uqcrb, Tomm22, Slc25a5, Cox4i1, Atp5b, Mrpl34, Atp5a1, Got2, Ndufab1, Acadvl, Ndufb8, Timm10, Ndufc2, Suclg1, Hccs, Vdac2, Ndufs8, Atp5o, Fh1, Mpc1, Cox6a1, Sdhc, Ndufv2, Acat1, Ndufs7, Atp6v0e, Afg3l2, Mdh1, Ndufa8, Ndufb5, Idh3a, Atp1b1, Ndufs4, Cycs, Lrpprc, Atp6v1f, Phb2, Timm9, Tomm70a, Slc25a3, Ndufa9, Atp6v1e1, Mgst3, Cyc1	Suppressed	Hallmark
HALLMARK_PANCREAS_BETA_CELLS	5.77976404061493e-05	0.000412840288615352	0.557332238758646	-0.648941582297236	-2.03377473726967	35	Scgn, G6pc2, Vdr, Pax4, Gck, Pdx1, Dpp4, Iapp, Gcg, Dcx, Pax6, Pcsk2, Chga, Neurod1, Abcc8, Isl1, Syt13, Pklr, Pcsk1, Akt3	Suppressed	Hallmark
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2.80786059946137e-08	4.67976766576895e-07	0.73376198835648	0.64118030684196	2.14053526877567	107	Pdia5, Hspa5, Chac1, Kdelr3, Hyou1, Cebpb, Atf4, Pdia6, Dnajb9, Slc1a4, Serp1, Eif4ebp1, Xbp1, Atf3, Atf6, Herpud1, Xpot, Wfs1, Aldh18a1, Hsp90b1, Calr, Stc2, Dnajc3, Srprb, Tspyl2, Slc7a5, Mthfd2, Asns, Srpr, Edem1, Tars, Cebpg, Eif2ak3, Iars, Shc1, Ssr1, Hspa9, Preb, Spcs3	Activated	Hallmark
GOBP_AEROBIC_RESPIRATION	4.37964847968763e-05	0.00606033858376775	0.557332238758646	-0.427275291638398	-1.7839062175294	159	Ak4, Cox7a1, Uqcrh, Atp5k, Uqcr11, Cox7a2, Cox6c, Atp5l, Cox6b1, Cox7b, Cox7c, Atp5e, Ndufv3, Ndufa1, Ndufc1, Ndufa3, Atp5j2, Uqcrfs1, Bloc1s1, Cox8a, Mrps36, Sdhd, Atp5d, Mlxipl, Atp5j, Ndufb2, Ndufb6, Cox5a, Ndufa11, Atp5h, Ndufa4, Uqcr10, Atp5c1, Idh3b, Ndufs6, Ndufa2, Cdk1, Atpif1, Ccnb1, Cox5b, Ndufa5, Cbfa2t3, Ndufa12, Ndufb7, Ndufb3, Ndufa6, Chchd2, Uqcrb, Cox4i1, Atp5b, Atp5a1, Ndufab1, Ndufb8, Ndufc2, Suclg1, Ndufs8, Atp5o, Fh1, Ndufb11, Cox6a1, Sdhc, Ndufv2, Coa6, Ndufs7, Mdh1, Park7, Ndufa8, Ndufb5, Idh3a, Ndufb10, Ndufs4, Uqcc2, Cycs	Suppressed	GO_BP
GOBP_ATF6_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	2.75922562357976e-05	0.00394124227781006	0.575610261071129	0.926179316227094	1.9868398807983	10	Ddit3, Hspa5, Manf, Xbp1, Atf6, Wfs1	Activated	GO_BP
GOBP_ATP_BIOSYNTHETIC_PROCESS	1.49025911895511e-08	5.99897034430293e-06	0.73376198835648	-0.624379933103039	-2.27609939399855	76	Aldoa, Eno1, Tmsb4x, Atp5k, Atp5l, Atp5e, Ndufv3, Ndufa1, Ndufc1, Ndufa3, Atp5j2, Atp5g3, Map2k1, Sdhd, Atp5d, Atp5j, Ndufb2, Ndufb6, Pid1, Ndufa11, Atp5h, Atp5c1, Ndufs6, Ndufa2, Atpif1, Ndufa5, Ndufa12, Ndufb7, Ndufb3, Ndufa6, Atp5b, Atp5a1, Ndufab1, Ndufb8, Ndufc2, Ndufs8, Atp5o, Ndufb11, Sdhc, Ndufv2, Ndufs7, Ndufa8, Ndufb5, Ndufb10, Ndufs4, Nudt2, Ndufa13	Suppressed	GO_BP
GOBP_ATP_METABOLIC_PROCESS	4.63018263476079e-09	3.94108142531791e-06	0.761460801445585	-0.488218528780131	-2.07780107228107	188	Ak4, Ldha, Pfkfb3, Pfkl, Aldoa, Pgam1, Tpi1, Pgk1, Aldoc, Pkm, Eno1, Gpi1, Pfkp, Eno2, Gapdh, Tmsb4x, Galk1, Atp5k, Hk2, Atp5l, Hk1, Atp5e, Ndufv3, Ndufa1, Ndufc1, Gck, Hspa1a, Enpp1, Ndufa3, Atp5j2, Atp5g3, Map2k1, Sdhd, Atp5d, Mlxipl, Atp5j, Ndufb2, Pfkm, Hspa1b, Ndufb6, Pid1, Ndufa11, Atp5h, Atp6v1b2, Atp5c1, Ndufs6, Ndufa2, Atpif1, Ak2, Ndufa5, Cbfa2t3, Ndufa12, Ndufb7, Pklr, Ndufb3, Ndufa6, Atp6v1a, Atp5b, Atp5a1, Ola1, Ndufab1, Ndufb8, Ndufc2, Ier3, Slc25a25, Ndufs8, Atp5o, Ndufb11, Sdhc, Ndufv2	Suppressed	GO_BP
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	1.31074733528578e-05	0.00223230353870978	0.593325476396405	-0.52394569005979	-1.92451178365363	79	Cox7a1, Uqcrh, Uqcr11, Cox7a2, Cox6c, Cox6b1, Cox7b, Cox7c, Ndufv3, Ndufa1, Ndufc1, Ndufa3, Uqcrfs1, Cox8a, Sdhd, Ndufb2, Ndufb6, Cox5a, Ndufa11, Ndufa4, Uqcr10, Ndufs6, Ndufa2, Cdk1, Ccnb1, Cox5b, Ndufa5, Ndufa12, Ndufb7, Ndufb3, Ndufa6, Chchd2, Uqcrb, Cox4i1, Ndufab1, Ndufb8, Ndufc2, Ndufs8, Cox6a1, Sdhc, Ndufv2, Coa6, Ndufs7, Park7, Ndufa8, Ndufb5, Ndufb10, Ndufs4, Cycs	Suppressed	GO_BP
GOBP_CELLULAR_RESPIRATION	7.43476209047637e-05	0.00889760176665658	0.538434096309916	-0.400793476880182	-1.71564981942309	191	Ak4, Cox7a1, Uqcrh, Ppargc1a, Atp5k, Uqcr11, Cox7a2, Cox6c, Atp5l, Cox6b1, Cox7b, Cox7c, Atp5e, Ndufv3, Ndufa1, Ndufc1, Ndufa3, Atp5j2, Uqcrfs1, Prelid1, Bloc1s1, Cox8a, Mrps36, Sdhd, Atp5d, Mlxipl, Atp5j, Ndufb2, Ndufb6, Cox5a, Ndufa11, Atp5h, Ndufa4, Uqcr10, Atp5c1, Idh3b, Ndufs6, Ndufa2, Cdk1, Atpif1, Ccnb1, Nr4a3, Cox5b, Ndufa5, Cbfa2t3, Ndufa12, Ndufb7, Ndufb3, Ndufa6, Chchd2, Uqcrb, Cox4i1, Atp5b, Atp5a1, Ndufab1, Ndufb8, Ndufc2, Slc25a25, Suclg1, Hccs, Ndufs8, Atp5o, Fh1, Ndufb11, Cox6a1, Sdhc, Ndufv2, Cisd1, Coa6, Ndufs7, Mdh1, Park7, Ndufa8, Ndufb5, Idh3a, Ndufb10, Aifm2, Ndufs4, Uqcc2, Cycs	Suppressed	GO_BP
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS	0.000499927519732511	0.0409940566180659	0.477270815362862	-0.39458510069225	-1.61832218211379	142	Ak4, Bnip3, Mgarp, Stc1, Pdk1, Fam162a, Higd1a, Pgk1, Eno1, Egln3, Egln1, Cbs, Bnip3l, Ndnf, Casr, Zfp36l1, Cited2, Slc2a4, Drd2, Map2k1, Ndrg1, Sdhd, Hilpda, Lpar1, Ddah1, Dnmt3a, Pdk3, Kcnk2, Npepps, Mt3, Ccnb1	Suppressed	GO_BP
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	2.61613984914757e-08	8.91097480925033e-06	0.73376198835648	0.644228467748394	2.15310002002772	105	Fut1, Bhlha15, Derl3, Ddit3, Hspa5, Ppp1r15a, Sdf2l1, Atf4, Manf, Dnajb9, Cth, Serp1, Xbp1, Atf3, Atf6, Herpud1, Edem2, Wfs1, Ficd, Rhbdd1, Stc2, Creb3l1, Cdk5rap3, Ufl1, Derl1, Ddrgk1, Eif2ak3, Tmed2, Os9, Bbc3, Erlec1, Edem3, Derl2, Dnajc10	Activated	GO_BP
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN	2.01146668826203e-08	7.4223120796869e-06	0.73376198835648	0.668074055592286	2.19639761621816	92	Fut1, Bhlha15, Derl3, Ddit3, Hspa5, Ppp1r15a, Atf4, Manf, Dnajb9, Cth, Serp1, Xbp1, Atf3, Atf6, Herpud1, Edem2, Wfs1, Ficd, Rhbdd1, Stc2, Creb3l1, Cdk5rap3, Ufl1, Derl1, Ddrgk1, Eif2ak3, Tmed2, Os9, Bbc3, Erlec1, Edem3, Derl2, Dnajc10	Activated	GO_BP
GOBP_CIRCULATORY_SYSTEM_PROCESS	0.000261360575606529	0.0236184618119533	0.49849310876659	-0.310865031500172	-1.42796597154129	419	Slc2a1, Stc1, Klk1, Agt, Ffar3, Rgs4, Cd36, Avpr1b, Kcnj2, Cbs, Bmp6, Th, Chrm2, Fabp5, Myl7, Nts, Angpt1, Tnnc1, Brs3, Thrb, Crp, Myl4, Adamts16, Cyp4f14, Rangrf, Scn4b, Myof, Ace2, Hrh1, Kcna5, Anpep, Cps1, Kcnip2, Itga4, Ramp3, Hrh2, Slc2a3, Slc1a2, Oxtr, Casr, Cacna1h, Tfrc, Atp1a4, Cartpt, Slc2a4, Shox2, Calm3, Ncald, Slit2, Kcnj3, Asic2, Ttr, Slc29a4, Drd2, Pde2a, Map2k1, Jph4, Htr7, Nos3, Hopx, Ddah1, Map2k6, S100a1, Dbh, Adra1b, Cacna1c, Ptpro, Apln, Atp1b2, Col1a2, Nedd4l, Mmp2, Ar, Slc6a6, Atp1a3, Abat, Htr1d, Sumo1, Rap1gds1, Amot, Chga, Ace, Abcc8, Abcg2, Slc2a5, Adrb1, Vegfc, Scn1a, Gsn, Isl1, Ppp1r13l, Ywhae, Slc44a1, F5, F2rl1, Ryr2, Acvrl1, Chd7, Jup, Ptprj, Itgb1, Cyb5r3, Slc1a1, Des, Cdc42, Scn3a, Dmd, Adcy6, Add3, Celf2, Nr2f2, Jph1, Gas6, Sptbn4, Scarb1, Dmpk, Slc5a1, Slc9a3r1, Hcn1, Ier3, Gna13, Wnk4, Coro2b, Hsp90aa1, Slc8a1, Calm1, Kcnh6, Gnao1, Slc8a2, Znhit1, Nos1, Dock4, Smad5, Glrx3, Gstm7, Calm2, Adh5	Suppressed	GO_BP
GOBP_CYTOPLASMIC_TRANSLATION	0.000241745101110311	0.022775474632265	0.518848077743792	-0.401372358944351	-1.67575954116071	159	Pkm, Rps28, Rpl37a, Rpl39, Rps21, Rps29, Rps25, Rpl38, Rpl36a, Rpl22, Hhex, Rpl30, Rplp2, Sh3bgrl, Rpl11, Uba52, Eif3e, Rpl21, Rps16, Rps10, Rpl35a, Fau, Eif4a1, Rpl27a, Rps13, Rps19, Rpl36, Rpl31, Rpl37, Rps15, Rps15a, Rps26, Cnbp, Rpl9, Eif3h, Csde1, Eef1d, Rpl27, Rps17, Ncbp1, Ythdf2, Rps24, Eif3i, Rps4x, Eif2s3x, Hnrnpd, Cpeb4, Rpl28, Eif4b, Rpl7a, Rpl14, Rpl23a, Rplp1, Rps11, Gtpbp1, Rpl24, Rpl35, Rpl3, Eif3m, Eif3k, Hnrnpu, Rps2, Eif3l, Rps27a, Eif2b1, Fmr1, Rpl18, Syncrip, Ncbp2, Ybx1, Rpl10a, Eif4h, Rpl32, Drg1, Rpl29, Rps3a1, Drg2, Rps5, Rpl8, Rps9, Eif2b5, Rps23, Eif3b, Nck1, Rpl15, Rpl17, Rps14, Nmnat2, Rpl23, Rps3, Mcts2, Mcts1, Dhx36	Suppressed	GO_BP
GOBP_ELECTRON_TRANSPORT_CHAIN	0.00049808836811731	0.0409940566180659	0.477270815362862	-0.426448291698463	-1.64317784091245	101	Cox7a1, Uqcrh, Ppargc1a, Uqcr11, Cox7a2, Cox6c, Cox6b1, Cox7b, Cox7c, Ndufv3, Ndufa1, Ndufc1, Ndufa3, Uqcrfs1, Cox8a, Sdhd, Ndufb2, Ndufb6, Cox5a, Ndufa11, Ndufa4, Uqcr10, Ndufs6, Ndufa2, Cdk1, Ccnb1, Cox5b, Ndufa5, Ndufa12, Ndufb7, Ndufb3, Ndufa6, Chchd2, Uqcrb, Cox4i1, Ndufab1, Ndufb8, Ndufc2, Hccs, Ndufs8, Cox6a1, Sdhc, Ndufv2, Coa6, Ndufs7, Park7, Ndufa8, Ndufb5, Ndufb10, Aifm2, Ndufs4, Cycs	Suppressed	GO_BP
GOBP_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT	7.09230862095691e-05	0.00872353960377699	0.538434096309916	0.757017247411544	2.0362565711665	27	Derl3, Herpud1, Edem2, Sel1l, Syvn1, Hsp90b1, Rhbdd1, Sec61b, Derl1, Edem1, H13, Os9, Ube2g2, Erlec1, Derl2	Activated	GO_BP
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	1.35747695255367e-06	0.000286233711709889	0.643551836150722	-0.399924596743931	-1.7927254798549	266	Ak4, Ldha, Cox7a1, Pgm2, Pygl, Uqcrh, Ppargc1a, Atp5k, Gys1, Uqcr11, Cox7a2, Cox6c, Gbe1, Atp5l, Cox6b1, Cox7b, Cox7c, Atp5e, Irs1, Ndufv3, Ndufa1, Ndufc1, Gck, Epm2a, Enpp1, Ndufa3, Atp5j2, Uqcrfs1, Prelid1, Bloc1s1, Cox8a, Mrps36, Sdhd, Atp5d, Mlxipl, Atp5j, Ndufb2, Pfkm, Ppp1r3d, Ndufb6, Pid1, Ppp1r3b, Cox5a, Ndufa11, Atp5h, Ndufa4, Uqcr10, Gfpt2, Atp5c1, Dyrk2, Idh3b, Ndufs6, Ndufa2, Mt3, Cdk1, Atpif1, Ccnb1, Nr4a3, Cox5b, Ndufa5, Cbfa2t3, Ndufa12, Ndufb7, Ndufb3, Ndufa6, Chchd2, Uqcrb, Cox4i1, Atp5b, Atp5a1, Ndufab1, Acadvl, Ndufb8, Ndufc2, Epm2aip1, Slc25a25, Suclg1, Hccs, Ndufs8, Atp5o, Fh1, Ndufb11, Cox6a1, Sdhc, Ndufv2, Cisd1, Coa6, Ndufs7, Nr1d1, Mdh1, Park7, Ndufa8, Ndufb5, Agl, Idh3a, Ndufb10, Aifm2, Ppp1r3e, Ndufs4, Ppp1cc	Suppressed	GO_BP
GOBP_ERAD_PATHWAY	1.90459130500635e-06	0.000351397095773672	0.643551836150722	0.605772982651366	2.02320580025515	100	Derl3, Hspa5, Sdf2l1, Dnajb9, Rcn3, Xbp1, Atf6, Herpud1, Edem2, Wfs1, Sel1l, Syvn1, Hsp90b1, Rhbdd1, Calr, Rnf185, Sec61b, Derl1, Edem1, Canx, Ccdc47, H13, Os9, Fbxo6, Nccrp1, Ube2g2, Erlec1, Edem3, Tmub2, Derl2, Erlin1, Calr3, Dnajc10, Ubxn4, Aqp11, Ubqln2, Spata5l1, Tmem67, Foxred2	Activated	GO_BP
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	6.96691421950419e-09	3.94108142531791e-06	0.761460801445585	-0.387498522741589	-1.77972884383152	375	Ak4, Ldha, Pfkfb3, Pfkl, Cox7a1, Aldoa, Gipr, Pgam1, Tpi1, Pgk1, Aldoc, Pgm2, Pkm, Eno1, Pygl, Uqcrh, Gpi1, Pfkp, Eno2, Ppargc1a, Gapdh, Galk1, Atp5k, Gys1, Uqcr11, Hk2, Cox7a2, Cox6c, Gbe1, Atp5l, Hk1, Cox6b1, Cox7b, Cox7c, Atp5e, Irs1, Ndufv3, Ndufa1, Ndufc1, Gck, Epm2a, Enpp1, Ndufa3, Atp5j2, Oxct1, Uqcrfs1, Slc25a4, Prelid1, Pdx1, Bloc1s1, Rbpj, Cox8a, Mrps36, Sdhd, Atp5d, Mlxipl, Atp5j, Ndufb2, Pfkm, Ppp1r3d, Ndufb6, Pid1, Cox17, Ppp1r3b, Cox5a, Ndufa11, Atp5h, Ndufa4, Prps2, Uqcr10, Gfpt2, Atp5c1, Dyrk2, Idh3b, Ndufs6, Ndufa2, Mt3, Cdk1, Atpif1, Ccnb1, Dera, Nr4a3, Cox5b, Ndufa5, Cbfa2t3, Ndufa12, Ndufb7, Pklr, Ndufb3, Ndufa6, Cxxc5, Chchd2, Uqcrb, Cox4i1, Atp5b, Atp5a1, Ndufab1, Acadvl, Ndufb8, Ndufc2, Epm2aip1, Ier3, Slc25a25, Suclg1, Hccs, Ndufs8, Atp5o, Fh1, Ndufb11, Cox6a1, Sdhc, Ndufv2, Cisd1, Taldo1, Acat1, Coa6, Ndufs7, Pgd, Prkaca, Nr1d1, Tkt, Mdh1, Park7, Ndufa8, Ndufb5, Agl, Ddit4, Idh3a, Ndufb10, Aifm2, Ppp1r3e, Ndufs4, Ppp1cc	Suppressed	GO_BP
GOBP_GLUCOSE_CATABOLIC_PROCESS	4.12905481552631e-07	0.000106981483304278	0.674962860011025	-0.802103534517424	-2.36318921612531	25	Ldha, Pfkl, Pgam1, Tpi1, Pgk1, Pkm, Eno1, Gpi1, Pfkp, Eno2, Hk2, Hk1, Gck	Suppressed	GO_BP
GOBP_GLUCOSE_METABOLIC_PROCESS	0.00020178117484976	0.0203065236871531	0.518848077743792	-0.396650762732618	-1.65506615263209	158	Ldha, Pdk1, Pfkl, Pgam1, Tpi1, Pgk1, Aldoc, Pgm2, Pkm, Eno1, Gpi1, Pfkp, Eno2, Ppargc1a, Gapdh, Fabp5, Tff3, G6pc2, Brs3, Hk2, Hk1, Pcx, Zfp92, Irs1, Dcxr, Gck, Slc37a4, Pdx1, Pgp, Pfkm, Gcg, Ppp1r3b	Suppressed	GO_BP
GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE	1.42687233406186e-08	5.99897034430293e-06	0.747739663149885	-0.856439471400896	-2.46426235305807	22	Pfkl, Pgam1, Tpi1, Pgk1, Pkm, Eno1, Gpi1, Pfkp, Eno2, Galk1, Hk2, Hk1, Gck	Suppressed	GO_BP
GOBP_GLYCOLYTIC_PROCESS_THROUGH_GLUCOSE_6_PHOSPHATE	5.54518760602212e-09	3.94108142531791e-06	0.761460801445585	-0.874510849985137	-2.43668882009159	19	Pfkl, Pgam1, Tpi1, Pgk1, Pkm, Eno1, Gpi1, Pfkp, Eno2, Galk1, Hk2, Hk1, Gck	Suppressed	GO_BP
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT	0.000450666088716108	0.0383759507852871	0.49849310876659	-0.559900035200893	-1.83301323176334	44	Slc2a1, Pla2g2f, Cd36, Syk, Mif, Avpr1b, Fabp5, Anxa1, Pla2r1, Thbs1, Nmb, Drd2, Abcd2, Pla2g2d	Suppressed	GO_BP
