pathway	pval	padj	log2err	ES	NES	size	leadingEdge	direction	collection
HALLMARK_PANCREAS_BETA_CELLS	8.82599080167792e-09	3.53039632067117e-07	0.747739663149885	-0.68688301447592	-2.69280525983245	39	Slc2a2, Ins2, Gcg, G6pc2, Syt13, Pdx1, Isl1, Scgn, Pcsk2, Chga, Pax4, Iapp, Pax6, Stxbp1, Pcsk1, Dpp4, Nkx6-1, Abcc8, Neurod1, Akt3, Nkx2-2, Foxo1, Pklr, Spcs1, Foxa2	Suppressed	Hallmark
NA	NA	NA	NA	NA	NA	NA		NA	Hallmark
NA	NA	NA	NA	NA	NA	NA		NA	Hallmark
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.000232393630161669	0.00309858173548892	0.518848077743792	-0.518693987411094	-2.09539497850751	40	Glrx, Ndufb4, Prdx1, Prdx4, Txn1, Prdx2, Pfkp, Cat, Ftl1, Prnp, Hmox2, Lamtor5, Gsr, G6pdx, Atox1, Gclm, Ndufa6, Msra, Prdx6, Sod1	Suppressed	Hallmark
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	0.000106601865652085	0.0110368464905125	0.538434096309916	0.661341678086587	1.38349747768708	121	Kcna5, Kcne2, Myh8, Myo1g, Tnnt2, Scn4b, Myh6, Scn10a, Myh2, Mybpc3, Scn5a, 3425401B19Rik, Ttn, Myo1h, Myh7, Abcc9, Atp1a2, Mylk2, Myh3, Kcne1, Nos1, Gjc1, Atp2a1, Kcnd3, Rnf207, Adcy10, Scn7a, Myo7b, Tcap, Tnni3, Scn11a, Vil1, Myh7b, Scn2b	Activated	GO_BP
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION	0.000262025126322415	0.0203462510589355	0.49849310876659	0.673481924158053	1.40524854699205	99	Kcna5, Kcne2, Myh8, Tnnt2, Scn4b, Myh6, Scn10a, Myh2, Mybpc3, Scn5a, 3425401B19Rik, Ttn, Myh7, Abcc9, Atp1a2, Mylk2, Myh3, Kcne1, Nos1, Gjc1, Atp2a1, Kcnd3, Rnf207, Adcy10, Scn7a, Tcap, Tnni3, Scn11a, Vil1, Myh7b, Scn2b	Activated	GO_BP
GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING	0.000876280144258147	0.0447582488454008	0.477270815362862	0.82873412802764	1.56921598971586	16	Myh8, Tnnt2, Myh6, Myh2, Mybpc3, Ttn, Myh7, Mylk2, Myh3, Tcap, Tnni3	Activated	GO_BP
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	0.000691495045822583	0.0392887246157002	0.477270815362862	0.563632683866364	1.19956138125113	434	Bpifb1, Tnf, Inpp5d, Blk, Ctss, Myo1g, Fcnb, Vav1, Slc15a3, Fgr, Zap70, Sla2, C2, Nr1h3, Gfi1, Fosl1, C1s1, Traf3ip3, Nckap1l, P2rx7, Themis2, Nlrp10, A2m, Nlrp6, Itgam, Nos2, Fcgr2b, Ermap, Itk, Klhl6, Cd36, Laptm5, Btn1a1, Cr2, Colec11, Havcr2, Pik3ap1, Usp50, Fyb, Card11, Cd247, Bank1, Irf4, Krt1, Nlrc3, Fcer2a, Cfb, Kcnk13, Masp2, Irak3, Nod2, Cfi, Prkch, Irf5, Cd28, Ccr7, Colec10, Foxp3, Ptpn22, Cd3g, Masp1, Btn2a2, C8b, Pld2, Cd19, Cd300a, Usp17le, H2-Eb1, C4b, Nr4a3, Colec12, Ptprc, H2-Ab1, Nfam1, Hck, Alpk1, Cmklr1, Rftn1, Irak4, Lck, Lat, Nr1d1, Bmx, Sh2b2, Gbp5, Lgals3, Mill2, C3, Nfkbil1, Lyn, Lbp, Mapkapk3, Pram1	Activated	GO_BP
GOBP_ADAPTIVE_IMMUNE_RESPONSE	0.000838035087366355	0.0438697244049421	0.477270815362862	0.583896703373118	1.23998061239212	305	Cd70, Siglecg, Il9r, Tnf, Inpp5d, Ctss, Myo1g, Zap70, Sla2, C2, Tbx21, Ripk3, Aire, C1s1, Nckap1l, Pdcd1lg2, P2rx7, Il2rb, Crtam, Nlrp10, Csf2rb2, Il1rl1, Card9, Lef1, Fcgr2b, Alox15, Itk, Klhl6, H2-Aa, Fgb, Cr2, Havcr2, Adgre1, Cd247, Icam1, Rapgef3, Irf4, Anxa1, Sectm1a, Fcer2a, Masp2, Nod2, Cfi, Cd28, Hpx, Foxp3, Cd3g, Stat4, Il17f, C8b, Cd19, Il23a, Loxl3, H2-Eb1, Cd4, C4b, Unc13d, Bcl6, Ptprc, Il27, H2-Ab1, Tnfrsf13c, Prkcq, Cd74, Arid5a, Clcf1, Pla2g4a, Junb, Rftn1, Lat, Lgals1, Relb, Ctsc, Nfkb2, Bmx, Mill2, Aicda, C3, Lyn, Hlx, Ascl2, Jag1, H2-Q1, Sema4a, Lat2	Activated	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	0.000921128086390469	0.0461455457472386	0.477270815362862	-0.570196528831772	-2.05101663447758	29	Raet1d, Mr1, Tapbp, Ifi30, B2m, Raet1e, H2-T23, Lnpep, H2-Q2, Erap1, H2-D1	Suppressed	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
GOBP_BONE_DEVELOPMENT	0.000262025126322415	0.0203462510589355	0.49849310876659	0.620570788690968	1.31043629102319	179	Serpinh1, Tfap2a, Col13a1, Bnc2, Bgn, Sox9, Ryr1, Adamts12, Igf1, Dchs1, Tnn, Ghrl, Col3a1, Ranbp3l, Wnt1, Matn1, Kdr, Ihh, Tgm2, Sfrp4, Csgalnact1, Scx, Col6a1, Frem1, Pitx2, Lepr, Adamts7, Gpr68, Col2a1, Comp, Ccdc154, P2rx5, Runx2, Tgfbr2, Notum, Sulf1, Optc, Slc9b2, Msx2, Zbtb16, Ddr2, Bglap3, Twist1, Hsd17b1, Ptprc, Trpv4, Bmp2, Tnfsf11, Mmp13, Actn3, Bmpr1b, Fbln5, Fgf18, Alpl	Activated	GO_BP
GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	0.000984846115224339	0.0482989268508442	0.45505986738723	0.632672030187746	1.32473281275098	141	Hmga2, Tnf, Tfap2c, Nfatc4, Nkx2-1, Csmd1, Sox9, Tbx20, Yap1, Igf1, Dchs1, Tnc, Wnt1, Smo, Kdr, Ihh, Lef1, Eng, Adamts16, Hhip, Wnt2b, Pitx2, Met, Tgfbr2, Wnt6, Hoxa5, Wnt5a, Msx2, Wnt9b, Areg, Hnf1b, Notch4, Pax8, Sox8, Bmp2, Epha2, Etv5	Activated	GO_BP
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION	0.000158920875624865	0.0142386992218508	0.518848077743792	0.881297318368135	1.62111795775477	13	Kcna5, Scn10a, Tnni3k, Scn5a, Tbx5	Activated	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
GOBP_CARDIOCYTE_DIFFERENTIATION	0.00102166173996351	0.0490640923261823	0.45505986738723	0.629176122173785	1.3163893092358	129	Hand2, Sox18, Actn2, Myocd, Adra1a, Alpk3, Myh6, Nrap, Irx3, Tbx5, 3425401B19Rik, Igf1, Ttn, Myh11, Eng, T, Pitx2, Alpk2, Pdgfrb, Lrrc10, Myo18b, Col14a1, Gata6, Ppara, Tcap, Twist1, Pi16, Pdgfra, Bmp2, Sox6	Activated	GO_BP
GOBP_CARTILAGE_DEVELOPMENT	1.49400628169853e-05	0.00316389784837885	0.593325476396405	0.651506187126603	1.37077355984673	167	Serpinh1, Hand2, Hmga2, Nr5a2, Bgn, Wnt7b, Sox9, Timp1, Pax7, Adamts12, Uncx, Acvrl1, Ghrl, Col3a1, Adgrg6, Matn1, Bmp8a, Dlx2, Ihh, Sox5, Csgalnact1, Scx, Col6a1, Hoxa3, Pth1r, Wnt2b, Adamts7, Col2a1, Comp, Runx2, Wnt11, Tgfbr2, Hoxa5, Sulf1, Bmp5, Wnt5a, Optc, Wnt10b, Runx1, Hoxb3, Pitx1, Msx2, Il17f, Zbtb16, Hyal1, Snai1, Scin, Trpv4, Bmp2, Chrdl2, Mmp13, Tgfbi, Mustn1, Arid5a, Sox6	Activated	GO_BP
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS	8.68375663860929e-06	0.00241793708438595	0.593325476396405	0.70438093235089	1.46972063571331	99	Actn2, Zpbp, Tnnt2, Tnnt3, Myh6, Itgb4, Mag, Myom3, Mybpc3, Nrap, Mybpc2, Pgm5, Obscn, Ttn, Capn3, Ihh, Flnc, Myh11, Myh3, Pdgfrb, Myom2, Tnnt1, Synpo2l, Mypn, Myom1, Tmod4, Tcap, Zpbp2, Pla2g3, Pdgfra, Pllp, Pfn4, Ccdc38, Ldb3, Acta1, Casq1, Ankrd23	Activated	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
GOBP_CELL_CHEMOTAXIS	0.000303036791116907	0.0231450558985848	0.49849310876659	0.619775887798887	1.31159689257992	197	Il16, Cxcl1, Thbs4, Ch25h, Vav1, Ptpro, Mmp2, Ephb1, Csf1r, Csf3r, Tnfaip6, Cnr2, Nckap1l, Trpm2, Ednrb, Rin3, Flt1, Kdr, Mmp28, Alox5, Lef1, Eng, Ccr9, Bin2, Plxnb3, Met, Pdgfrb, F7, Il34, Anxa1, Pdgfb, Itgb2, Gpsm3, S1pr1, Wnt5a, Hoxb9, Pgf, Ccr7, Cxcr5, Serpine1, Il23a, Padi2, Nr4a1, Gab1, Pdgfra, Trpv4, Epha2, Edn2, Tnfsf11, Prkcq, Cd74, Cmklr1, Sftpd, Cxcl12, Egr3, Pdgfd, Lpar1, Fgf18, Lgals3, Itga9, Lyn, Lbp, Itga1, Nedd9, Ccr10, Nbl1, Adam8, Camk1d	Activated	GO_BP
GOBP_CELL_FATE_COMMITMENT	2.13931551262452e-07	0.000142386728190252	0.690132458796796	0.655523866102572	1.38984609806905	224	Sox18, Elf5, Gcm1, Tfap2c, Gata5, Notch3, Bcl11b, Tcf7l2, Nkx2-1, Dscaml1, Wnt7b, Tbx21, Sox9, Tbx20, Pax7, Tlx3, Tbx5, Gbx1, Sfrp1, Tnxb, Wnt1, Smo, Kdr, Fezf2, Dlx2, Ihh, Sox5, T, Nr2e1, Ebf2, Lhx3, Wnt2b, Vsx2, Barhl2, Tead4, Spdef, Runx2, Wnt11, Irf4, Wnt6, Eya2, Epas1, Erbb4, Wnt5a, Wnt10b, Foxp3, Pitx1, Gata6, Tal1, Il23a, Wnt9b, Tbx6, Loxl3, Tgfb1i1, Hnf1b, Notch4, Dlx1, Sox8, Bmp2, Tead3, Wnt10a, Sox6, Dmrta2, Klf4, Lgals1, Gsx1, Hes5, Tbr1, Arhgef2, Ifrd1, Gsc, Gdf3, Sox13, Jag1, Tbx19, Nfe2l1, Tox, Pparg, Notch2, Tbx2	Activated	GO_BP
GOBP_CELL_SUBSTRATE_ADHESION	0.000599907739098823	0.0362983137202781	0.477270815362862	0.579660358464087	1.22990966755355	316	Siglec1, Actn2, Itgad, Myo1g, Col13a1, Ptpro, Ephb1, Adamts13, Cdk6, Nid1, Itgb4, Itgax, Vwf, Col26a1, Strc, Fat2, Adamts12, Madcam1, Abi3bp, Vwa2, Sfrp1, Tnn, Mslnl, Acvrl1, Tnxb, Col3a1, Wnt1, Itga5, Kdr, Itgam, Lef1, Itga11, Alox15, Svep1, Tecta, Dab2, Frem1, Cd36, Otoa, Hoxa7, Col5a3, Fgb, Disc1, Ajuba, Dock1, Col17a1, Fermt1, Lims2, Egflam, Itgb7, Ccdc80, Pdgfb, Itgb2, Pecam1, Cass4, Itga8, Axl, Ccr7, Dlc1, Parvg, Serpine1, Ecm2, Itga7, Lamb1, Tek, Nid2, Unc13d, Bcl6, Fzd4, Sorbs3, Fut1, Itgal, Itgae, Plau, Mertk, Actn3, Fbln5, Itga9, Ntn4, Tnfrsf12a, Fam107a, Itga1, Jag1, Nedd9, Olfm4, Itga2, Rcc2, Col1a1, Plet1, Trip6	Activated	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
GOBP_CILIUM_MOVEMENT	0.000223325539389907	0.0185798872860281	0.518848077743792	0.630150324448678	1.32736969681149	170	Tekt5, Odf3, Gas2l2, Armc3, Daw1, Dnah17, Spag17, Tac4, Cfap58, Cfap57, Dnah5, Ttll6, Dnah1, Hydin, Tcte1, Atp1a4, Drc7, Dnah10, Dnaaf1, Qrich2, Tmem232, Ddx4, Cfap43, Dnali1, Spag16, Dnah6, Ccdc146, Tekt4, Spef2, Adcy10, Slc9b2, Tac1, Dnah11, Dnah8, Pltp, Spem1, Efcab6, Lrrc23, Ccdc63, Cfap44, Pla2g3, Ppp1r32, Drc1, Catsper3, Cfap45, Pfn4, Cabyr, Ccdc38, Cfap61, Dnaaf3, Rsph4a, Ttll9, Cfap46, Tekt2, Cfap70, 1110017D15Rik, Ttc21a, Adcy3, Akap3, Tekt1, Kif27, Zmynd10, Dnah2, Nphp4, Catsper2, Cfap53, Iqub, Cfap69, Spag6l, Inpp5b, Nek10, Ttll3, Ccdc173, Spag6, 1700001L19Rik	Activated	GO_BP
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	0.000883828910447924	0.0447582488454008	0.477270815362862	0.63339130282046	1.32623887594392	141	Tekt5, Odf3, Gas2l2, Armc3, Dnah17, Tac4, Cfap58, Cfap57, Dnah5, Ttll6, Dnah1, Tcte1, Atp1a4, Drc7, Dnah10, Qrich2, Tmem232, Ddx4, Cfap43, Dnali1, Spag16, Dnah6, Ccdc146, Tekt4, Spef2, Slc9b2, Tac1, Dnah11, Dnah8, Pltp, Spem1, Efcab6, Lrrc23, Cfap44, Pla2g3, Ppp1r32, Drc1, Catsper3, Cfap45, Pfn4, Ccdc38, Cfap61, Rsph4a, Ttll9, Cfap46, Tekt2, 1110017D15Rik, Ttc21a, Adcy3, Akap3, Tekt1, Dnah2, Nphp4, Catsper2, Cfap53, Iqub, Cfap69, Spag6l, Inpp5b, Ttll3, Ccdc173, Spag6, 1700001L19Rik, Gas8	Activated	GO_BP
GOBP_CIRCULATORY_SYSTEM_PROCESS	8.17847668120539e-05	0.00907226734707998	0.538434096309916	0.574911406324574	1.22480807813512	498	Nmu, Kcna5, Slc2a10, Adrb1, Klk1b24, Cdh5, Tnf, Fli1, Kcne2, Gjc3, Adra1b, Corin, Tnnt2, Slco2b1, Scn4b, Adra1a, Tbxas1, Ptpro, Bdkrb2, Mmp2, Slc6a1, Myh6, Hspb7, Slc6a4, Scn10a, Tnni3k, Npr3, Slc22a3, Tbx20, Mybpc3, Yap1, Scn5a, Drd5, Irx3, Tbx5, Tac4, 3425401B19Rik, Acvrl1, Ghrl, Ttn, Ednrb, Wwtr1, Myh7, P2ry2, Ddah1, Nos2, Atp1a4, Svep1, Lrp2, Abcc9, Eng, Tbxa2r, Adamts16, Klk1, Atp1a2, Cd36, Fgb, Lepr, Mylk2, Kcne1, Pcsk5, Comp, Slc6a9, Cps1, Emilin2, P2rx2, Nos1, Gjc1, Gm10768, Slc4a5, Pdgfb, Myof, Atp2a1, Epas1, Slc22a2, Ptgs2, Slc7a3, Pecam1, Kcnd3, Rnf207, Gcgr, Slc1a4, Adcy10, Adra1d, Scn7a, Nts, Tac1, Gata6, Adm2, Ppara, Slc7a1, Myl7, Tcap, Myl4, Tek, Tnni3, Renbp, Gab1, Scn11a, Eln, Slc38a3, Trpv4, Mfsd2a, Edn2, Slc5a1, Scnn1g, Dbh, Col1a2, Adm, Slc38a1, Abcc3, Myh7b, Hsd11b2, Slc6a13, Cxcl12, Hrc, Slc1a5, Scn2b, Gjd3, Cartpt, Kcnip2, Gstm7, Klf2, Ptgs1, Slc28a2, Anpep, Ryr2, Itga9, Nos3, Slc7a5, Itga1, Apela, Atp2b3, Popdc2, Adora2b, Grip2, Scn4a, F5, Pparg, Tbx2	Activated	GO_BP
GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	4.34977066829921e-05	0.0054771842009746	0.557332238758646	0.617066722332983	1.30830520358017	244	Serpinh1, Hand2, Hmga2, Fam83a, Nr5a2, Bgn, Wnt7b, Sox9, Timp1, Pax7, Adamts12, Uncx, Igf1, Inhbe, Acvrl1, Ghrl, Col3a1, Adgrg6, Matn1, Bmp8a, Dlx2, Ihh, Sox5, Csgalnact1, Scx, Col6a1, Hoxa3, Pth1r, Ebf2, Wnt2b, Adamts7, Col2a1, Hmgcs2, Pdgfrb, Comp, Runx2, Wnt11, Tgfbr2, Hoxa5, Sulf1, Pdgfb, Bmp5, Wnt5a, Optc, Wnt10b, Runx1, Hoxb3, Pitx1, Msx2, Il17f, Zbtb16, Col5a1, Hyal1, Snai1, Scin, Hsd17b1, Sox8, Trpv4, Bmp2, Umodl1, Chrdl2, Mmp13, Serpinb7, Tgfbi, Mustn1, Arid5a, Sox6, Bmpr1b, Pdgfd, Hes5, Fgf18, Ifrd1, Chadl	Activated	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
GOBP_DETECTION_OF_ABIOTIC_STIMULUS	7.61445307943226e-05	0.00865261875538412	0.538434096309916	0.663728412942739	1.38920361076376	118	Tnf, Kcna1, Grk1, Ephb1, Pkd1l2, Chrna9, Trpc3, Strc, Tac4, Tulp1, Ttn, Hpn, Kcnk2, Sema5b, Disc1, Pkdrej, Piezo2, Sag, Guca1b, Gucy2e, Pecam1, Asic3, Cngb1, Gucy2f, Tac1, Tmc1, Tcap, Cacna1f, Gpr52, Prdm12, Npffr2, Scn11a, Pkd2l1, Ano1, Ntrk1, Pde6c, Cxcl12, Gnat1, Pdzd7, Trpv1, Rho, Myc, Aipl1, Plekhb1, Gpr88, Pkd1l3, Phf24, Abca4, Itga2	Activated	GO_BP
GOBP_DETECTION_OF_STIMULUS	4.79877331544161e-05	0.00586678489376577	0.557332238758646	0.637276463354556	1.34386705340617	175	Tnf, Kcna1, Tas1r2, Grk1, Ephb1, Pkd1l2, Chrna9, Trpc3, Strc, Tac4, Tulp1, Crtam, Ttn, Smo, Hpn, Eng, Plcb2, Kcnk2, Sema5b, Disc1, Pkdrej, Ppef2, Piezo2, P2rx2, Sag, Guca1b, Gucy2e, Nod2, Pecam1, Asic3, Cngb1, Gucy2f, Tac1, Tmc1, Tcap, Cacna1f, H2-Eb1, Gpr52, Nr4a1, C4b, Prdm12, Npffr2, Scn11a, Tas1r1, Pkd2l1, Kcnmb1, Ano1, Ntrk1, Pde6c, Cxcl12, Gnat1, Pdzd7, Kcnip2, Trpv1, Rho, Myc, Aipl1, Plekhb1, Ryr2, Gpr88, Pkd1l3, Lbp, Phf24, Cdhr2, Pigr, Abca4, Itga2	Activated	GO_BP
GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	0.000205598373144905	0.0174160512814929	0.518848077743792	0.683796235431197	1.42098660531881	81	Tnf, Kcna1, Tas1r2, Ephb1, Chrna9, Strc, Tac4, Tulp1, Hpn, Plcb2, Kcnk2, Sema5b, Disc1, Ppef2, Piezo2, Asic3, Cngb1, Gucy2f, Tac1, Tmc1, Cacna1f, Prdm12, Scn11a, Tas1r1, Pkd2l1, Ano1, Ntrk1, Cxcl12, Gnat1, Pdzd7, Trpv1, Rho, Myc, Pkd1l3, Phf24, Pigr, Itga2, Tas1r3, Ptprq	Activated	GO_BP
GOBP_DIGESTION	0.000563836159548637	0.0345646403596987	0.477270815362862	0.652808901581077	1.36205091229428	102	Nmu, Apoa4, Abcg5, Chit1, Enpp7, Cel, Nr1h3, Sox9, Il10ra, Pgc, Ghrl, Ctrb1, Slc9a4, Slc4a9, Pnliprp2, Soat2, Muc6, Cd36, Htr4, Mogat2, Nod2, Try5, Gcnt3, Abcg8, Serpina3c, Tymp, Cldn15, Npc1l1, Sis, Slc5a1, Vil1, Ucn2, Npsr1	Activated	GO_BP
GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT	0.000189316892329623	0.0163338407659947	0.518848077743792	0.652094137068719	1.36371173940499	122	Tnf, Ptk6, Myocd, Gata5, Nr5a2, Sox10, Trp63, Sox9, Yap1, Igf1, Dchs1, Sfrp1, Ednrb, Col3a1, Foxe1, Smo, Ihh, Gli1, Clmp, Pitx2, Dnaaf1, Pcsk5, Hmgcs2, Spdef, Cps1, Wnt11, Hoxa5, Cela1, Wnt5a, Gata6, Hnf1b, Sfrp5, Pdgfra	Activated	GO_BP
NA	NA	NA	NA	NA	NA	NA		NA	GO_BP
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	9.53213564380694e-05	0.0100932318101128	0.538434096309916	0.582350348003036	1.23592641510779	387	Hand2, Sox18, Elf5, Tnf, Tfap2a, Gcm1, Hmx3, Chrna9, Dscaml1, Strc, Wnt7b, Hoxc9, Sox9, Tbx20, Yap1, Fbn2, Mfap5, Myo3b, Wnt1, Foxe1, Smo, Hoxb8, Kdr, Tead2, Dlx2, Ihh, Lef1, Hpn, Foxi1, Eng, Esrrb, Tecta, Gli1, Hoxa3, Sparc, Hoxa7, Pitx2, Mdfi, Dnaaf1, Hesx1, Col2a1, Tead4, Pcsk5, Grhl2, Lrig3, Runx2, Cebpa, Plxna4, Wnt11, Tgfbr2, Zic1, Hoxa5, Pdgfb, Bmp5, Epas1, Itga8, Rnf207, Wnt5a, Hoxb9, St14, Hoxb3, Cebpb, Tal1, Plcd3, Aplnr, Wnt9b, Alx3, En2, Tcap, Alx1, Lif, Hnf1b, Tmie, Atf4, Hyal1, Crb2, Twist1, Snai1, Pax8, Pcdh12, Nr4a3, Pdgfra, Mfsd2a, Tead3, Zfp36l1, Epha2, Adm, Junb, Pdzd7, Aldh1a3, Fzd2, Ptk7, Myc, Phlda2, Ryr2, Myo3a, Hlx, Gsc, Gdf3, Myb, Ascl2, Apela, Cobl, Notch2, Tbx2, Hsd17b7, Pou3f4	Activated	GO_BP
